Transaction ID,Date,Account Type,Category,Description,Debit Amount,Credit Amount,Balance,Department,Vendor/Client,Invoice Number,Payment Method
TXN10472,20-12-2024, Liabilities,Miscellaneous,Invoice payment,3788,4436,648,HR,PRIME-TECH,3990,Bank Transfer
TXN10473,13-06-2023, Liabilities,Taxes,Invoice payment,1692,9193,7501,Finance,SCEPTER,3021,Cash
TXN10474,14-04-2024, Expenses,Taxes,Service charge,1812,7710,5898,Finance,ASCEND,3521,Cash
TXN10475,01-03-2025, Revenue,Taxes,Invoice payment,2390,6718,4328,Operations,SCEPTER,3095,Cash
TXN10476,04-01-2024, Expenses,Loans,Invoice payment,3295,4324,1029,Finance,ASCEND,3027,Cash
TXN10477,03-10-2024, Revenue, Rent,Monthly payment,4278,5395,1117,Sales,GOOGLE,2919,Cash
TXN10478,29-08-2024, Revenue,Marketing,Invoice payment,2663,6449,3786,Operations,PRIME-TECH,3238,Bank Transfer
TXN10479,01-02-2025, Expenses,Loans,Loan repayment,2095,7885,5790,Sales,SCEPTER,3537,Credit Card
TXN10480,03-03-2024, Expenses,Sales Revenue,Service charge,4948,9846,4898,HR,GOOGLE,2683,Cash
TXN10481,13-07-2023, Liabilities,Taxes,Monthly payment,2544,2314,-230,HR,GOOGLE,3555,Cash
TXN10482,05-04-2023,Assets,Loans,Loan repayment,3092,8703,5611,Sales,ASCEND,3687,Bank Transfer
TXN10483,10-09-2023, Revenue, Rent,Invoice payment,3721,6375,2654,HR,PRIME-TECH,3542,Credit Card
TXN10484,09-03-2024, Expenses,Utilities,Loan repayment,3105,4802,1697,Operations,PRIME-TECH,2168,Bank Transfer
TXN10485,21-10-2023, Liabilities,Marketing,Invoice payment,1131,5183,4052,Sales,PRIME-TECH,2917,Bank Transfer
TXN10486,13-03-2025, Expenses, Rent,Service charge,4409,6362,1953,Sales,ASCEND,3482,Credit Card
TXN10487,11-06-2024, Revenue,Payroll,Loan repayment,2804,3304,500,HR,ASCEND,3091,Bank Transfer
TXN10488,16-11-2024, Liabilities,Payroll,Invoice payment,4388,8277,3889,HR,PRIME-TECH,3914,Credit Card
TXN10489,02-07-2023,Assets,Sales Revenue,Monthly payment,4841,4544,-297,Finance,PRIME-TECH,2775,Credit Card
TXN10490,20-07-2024, Liabilities,Sales Revenue,Monthly payment,1890,9550,7660,Sales,SCEPTER,3042,Bank Transfer
TXN10491,14-12-2024, Revenue, Rent,Monthly payment,4111,9248,5137,HR,ASCEND,2555,Credit Card
TXN10492,17-07-2023, Expenses,Utilities,Loan repayment,4326,9074,4748,Sales,SCEPTER,3370,Bank Transfer
TXN10493,24-09-2024, Revenue,Taxes,Invoice payment,617,7451,6834,HR,PRIME-TECH,2140,Credit Card
TXN10494,18-08-2023, Revenue,Miscellaneous,Loan repayment,2302,6218,3916,Operations,GOOGLE,2037,Credit Card
TXN10495,21-12-2024,Assets,Miscellaneous,Invoice payment,2161,6692,4531,Operations,PRIME-TECH,3185,Cash
TXN10496,23-10-2024,Assets,Marketing,Invoice payment,1589,8344,6755,Operations,GOOGLE,2009,Cash
TXN10497,08-11-2023, Liabilities,Utilities,Service charge,1123,7113,5990,Sales,SCEPTER,3213,Cash
TXN10498,12-02-2025, Expenses, Rent,Monthly payment,877,7351,6474,HR,ASCEND,2049,Bank Transfer
TXN10499,22-11-2024, Expenses, Rent,Invoice payment,2549,3153,604,Finance,SCEPTER,3328,Credit Card
TXN10500,18-03-2025, Expenses,Marketing,Invoice payment,2895,5105,2210,Operations,SCEPTER,3654,Credit Card
TXN10501,29-10-2023, Expenses,Payroll,Invoice payment,1610,3769,2159,HR,ASCEND,3722,Cash
TXN10502,26-12-2023, Revenue,Utilities,Invoice payment,1067,7416,6349,HR,PRIME-TECH,2261,Credit Card
TXN10503,11-12-2024,Assets,Loans,Invoice payment,2174,3134,960,Sales,SCEPTER,3988,Bank Transfer
TXN10504,14-07-2024, Revenue,Utilities,Loan repayment,1108,7065,5957,Finance,ASCEND,2517,Credit Card
TXN10505,13-08-2023, Liabilities,Payroll,Service charge,1342,9996,8654,Finance,GOOGLE,2025,Bank Transfer
TXN10506,10-04-2024, Revenue,Taxes,Invoice payment,4278,9045,4767,Finance,PRIME-TECH,2282,Bank Transfer
TXN10507,09-04-2023, Expenses,Loans,Service charge,1970,7270,5300,Finance,PRIME-TECH,3821,Bank Transfer
TXN10508,26-09-2023, Liabilities, Rent,Loan repayment,1882,9382,7500,Finance,SCEPTER,2904,Bank Transfer
TXN10509,14-07-2024, Liabilities,Loans,Loan repayment,4914,4828,-86,Finance,ASCEND,2876,Bank Transfer
TXN10510,08-01-2024, Expenses,Taxes,Loan repayment,1296,6897,5601,Operations,GOOGLE,2375,Credit Card
TXN10511,21-07-2024,Assets,Sales Revenue,Service charge,2363,6932,4569,HR,SCEPTER,3264,Cash
TXN10512,29-02-2024, Expenses,Loans,Loan repayment,1535,8807,7272,Sales,ASCEND,2045,Cash
TXN10513,16-09-2023, Liabilities,Miscellaneous,Invoice payment,1002,7182,6180,Finance,SCEPTER,2763,Credit Card
TXN10514,10-02-2025, Revenue,Utilities,Service charge,514,9332,8818,Sales,ASCEND,2858,Credit Card
TXN10515,10-09-2024,Assets,Sales Revenue,Loan repayment,3309,8837,5528,HR,GOOGLE,2116,Credit Card
TXN10516,03-09-2024,Assets,Sales Revenue,Loan repayment,1981,2086,105,Sales,GOOGLE,2266,Cash
TXN10517,24-06-2024, Revenue,Payroll,Service charge,2377,8110,5733,Operations,ASCEND,2228,Bank Transfer
TXN10518,10-05-2023, Revenue,Taxes,Loan repayment,1358,6944,5586,Sales,SCEPTER,3901,Bank Transfer
TXN10519,12-07-2023,Assets,Marketing,Service charge,2077,5878,3801,Finance,PRIME-TECH,2361,Bank Transfer
TXN10520,11-05-2024, Liabilities,Payroll,Monthly payment,1637,5322,3685,HR,PRIME-TECH,3869,Credit Card
TXN10521,25-02-2024, Revenue,Loans,Loan repayment,2974,2740,-234,Finance,ASCEND,2646,Credit Card
TXN10522,16-09-2023, Expenses, Rent,Invoice payment,3262,3203,-59,Sales,SCEPTER,3897,Bank Transfer
TXN10523,15-10-2023,Assets,Payroll,Service charge,4578,5837,1259,Operations,SCEPTER,3376,Cash
TXN10524,01-01-2025, Expenses,Marketing,Invoice payment,3380,2169,-1211,Sales,GOOGLE,2482,Cash
TXN10525,18-10-2024, Liabilities,Marketing,Service charge,1237,5035,3798,Operations,ASCEND,3113,Bank Transfer
TXN10526,21-08-2024, Revenue,Marketing,Invoice payment,1454,4990,3536,Sales,GOOGLE,3514,Bank Transfer
TXN10527,29-11-2023, Revenue,Payroll,Service charge,2503,3010,507,Operations,PRIME-TECH,2312,Bank Transfer
TXN10528,05-11-2023, Liabilities, Rent,Service charge,1186,4550,3364,Operations,GOOGLE,2350,Bank Transfer
TXN10529,10-09-2023,Assets,Taxes,Invoice payment,3813,4476,663,Operations,SCEPTER,2689,Credit Card
TXN10530,08-06-2024, Expenses,Loans,Monthly payment,1977,2727,750,Operations,PRIME-TECH,3933,Bank Transfer
TXN10531,19-08-2024, Revenue,Taxes,Invoice payment,569,6308,5739,Sales,GOOGLE,3312,Credit Card
TXN10532,05-07-2023,Assets,Taxes,Invoice payment,923,9648,8725,HR,PRIME-TECH,3859,Bank Transfer
TXN10533,28-10-2023, Expenses,Utilities,Invoice payment,3126,9082,5956,Sales,ASCEND,2656,Bank Transfer
TXN10534,19-12-2024, Liabilities, Rent,Loan repayment,3262,7393,4131,Sales,GOOGLE,3308,Cash
TXN10535,15-05-2024, Revenue,Utilities,Monthly payment,4974,5314,340,HR,PRIME-TECH,2455,Credit Card
TXN10536,21-06-2024, Expenses,Loans,Invoice payment,1950,7303,5353,HR,PRIME-TECH,2432,Cash
TXN10537,13-05-2023, Expenses,Payroll,Service charge,679,7438,6759,Finance,ASCEND,2769,Cash
TXN10538,12-03-2024, Expenses, Rent,Loan repayment,595,9842,9247,Operations,SCEPTER,2600,Bank Transfer
TXN10539,21-09-2024, Liabilities,Sales Revenue,Loan repayment,4693,4135,-558,Finance,SCEPTER,2723,Credit Card
TXN10540,22-12-2023, Revenue,Taxes,Loan repayment,2712,7812,5100,Finance,PRIME-TECH,3779,Cash
TXN10541,30-01-2024, Revenue,Taxes,Service charge,664,5916,5252,Sales,PRIME-TECH,3821,Bank Transfer
TXN10542,12-10-2024, Revenue,Marketing,Invoice payment,1975,3843,1868,Operations,SCEPTER,3251,Bank Transfer
TXN10543,01-06-2024, Revenue,Sales Revenue,Service charge,1829,4235,2406,Finance,SCEPTER,2590,Cash
TXN10544,25-02-2024, Expenses, Rent,Service charge,2142,7276,5134,Operations,ASCEND,3114,Credit Card
TXN10545,20-01-2024, Expenses,Miscellaneous,Invoice payment,4741,2480,-2261,Sales,GOOGLE,3192,Cash
TXN10546,03-09-2024, Liabilities,Utilities,Service charge,1955,4298,2343,Sales,PRIME-TECH,3653,Bank Transfer
TXN10547,05-09-2023, Revenue,Sales Revenue,Monthly payment,4507,7617,3110,Finance,PRIME-TECH,3054,Credit Card
TXN10548,21-03-2024, Expenses,Payroll,Invoice payment,3362,3351,-11,Finance,ASCEND,3845,Credit Card
TXN10549,04-09-2024, Liabilities, Rent,Service charge,4691,6797,2106,HR,GOOGLE,2063,Bank Transfer
TXN10550,05-02-2024, Liabilities,Utilities,Loan repayment,4308,6413,2105,Sales,GOOGLE,2422,Cash
TXN10551,07-12-2024, Revenue,Taxes,Service charge,3498,8856,5358,Operations,ASCEND,2787,Bank Transfer
TXN10552,17-05-2024,Assets,Loans,Invoice payment,4443,3840,-603,Finance,ASCEND,2553,Credit Card
TXN10553,20-12-2023, Expenses,Taxes,Loan repayment,4797,3967,-830,Operations,PRIME-TECH,2114,Bank Transfer
TXN10554,17-12-2024, Revenue, Rent,Invoice payment,1068,2796,1728,HR,SCEPTER,3082,Credit Card
TXN10555,26-10-2023, Expenses,Payroll,Service charge,2058,6167,4109,Operations,SCEPTER,3843,Credit Card
TXN10556,03-10-2023,Assets,Sales Revenue,Invoice payment,4043,8144,4101,HR,SCEPTER,3480,Cash
TXN10557,24-02-2024,Assets,Taxes,Invoice payment,3710,2662,-1048,Operations,GOOGLE,3790,Cash
TXN10558,04-02-2025, Revenue,Sales Revenue,Loan repayment,1526,9602,8076,HR,SCEPTER,3481,Credit Card
TXN10559,13-11-2024, Expenses,Marketing,Service charge,3920,4748,828,Operations,SCEPTER,2777,Cash
TXN10560,07-08-2023, Revenue,Payroll,Loan repayment,3580,8685,5105,Operations,GOOGLE,2257,Bank Transfer
TXN10561,27-12-2024,Assets,Loans,Service charge,4562,6149,1587,Sales,SCEPTER,3841,Credit Card
TXN10562,11-04-2023,Assets,Marketing,Monthly payment,1883,4851,2968,Operations,GOOGLE,2124,Bank Transfer
TXN10563,16-02-2025, Expenses,Loans,Monthly payment,3748,3472,-276,Finance,SCEPTER,3293,Credit Card
TXN10564,23-02-2024, Expenses,Taxes,Monthly payment,2281,2447,166,Operations,PRIME-TECH,2220,Credit Card
TXN10565,04-11-2024, Liabilities,Utilities,Loan repayment,1680,5621,3941,Finance,PRIME-TECH,3044,Credit Card
TXN10566,14-09-2024,Assets,Loans,Loan repayment,4389,4313,-76,HR,GOOGLE,3655,Credit Card
TXN10567,21-10-2024, Revenue, Rent,Monthly payment,3101,8657,5556,Operations,PRIME-TECH,2333,Cash
TXN10568,04-08-2024, Revenue,Payroll,Invoice payment,2931,4307,1376,Operations,GOOGLE,2405,Bank Transfer
TXN10569,19-10-2024, Liabilities, Rent,Monthly payment,3092,7744,4652,HR,PRIME-TECH,2067,Cash
TXN10570,10-06-2023, Revenue, Rent,Loan repayment,2585,7529,4944,Sales,SCEPTER,2371,Bank Transfer
TXN10571,19-09-2024, Expenses,Taxes,Invoice payment,2425,6668,4243,Sales,SCEPTER,2218,Bank Transfer
TXN10572,13-07-2024, Liabilities, Rent,Service charge,2842,3112,270,Operations,PRIME-TECH,3378,Credit Card
TXN10573,29-11-2024, Liabilities,Payroll,Invoice payment,3700,7882,4182,Sales,SCEPTER,2092,Cash
TXN10574,14-05-2023, Liabilities,Marketing,Invoice payment,4719,9459,4740,Finance,SCEPTER,2345,Bank Transfer
TXN10575,04-05-2024, Revenue,Marketing,Monthly payment,4920,2444,-2476,Sales,ASCEND,3288,Bank Transfer
TXN10576,21-12-2023, Liabilities,Marketing,Monthly payment,1749,3446,1697,Sales,ASCEND,2581,Cash
TXN10577,08-05-2023, Expenses,Payroll,Service charge,1113,9342,8229,HR,GOOGLE,3738,Credit Card
TXN10578,21-07-2023, Liabilities,Sales Revenue,Invoice payment,1838,4191,2353,HR,PRIME-TECH,3369,Bank Transfer
TXN10579,10-03-2024, Expenses,Loans,Invoice payment,3361,6047,2686,Sales,SCEPTER,2960,Bank Transfer
TXN10580,01-08-2023, Expenses,Loans,Invoice payment,2370,5674,3304,HR,ASCEND,2853,Credit Card
TXN10581,08-02-2024, Liabilities,Marketing,Loan repayment,3027,8590,5563,Finance,PRIME-TECH,2373,Credit Card
TXN10582,03-04-2023,Assets,Loans,Service charge,2947,7489,4542,HR,SCEPTER,3122,Cash
TXN10583,03-12-2023, Expenses,Payroll,Loan repayment,1329,8986,7657,Finance,ASCEND,2793,Cash
TXN10584,28-11-2024, Revenue,Taxes,Invoice payment,3218,6345,3127,Sales,ASCEND,2968,Credit Card
TXN10585,14-06-2024, Expenses, Rent,Service charge,4398,4062,-336,Finance,GOOGLE,2754,Credit Card
TXN10586,24-06-2023, Revenue,Marketing,Invoice payment,2607,6900,4293,HR,GOOGLE,3007,Cash
TXN10587,15-08-2023,Assets, Rent,Service charge,733,2191,1458,Operations,PRIME-TECH,3074,Bank Transfer
TXN10588,09-10-2024, Expenses,Payroll,Invoice payment,2539,8605,6066,Finance,SCEPTER,3817,Cash
TXN10589,12-12-2023, Revenue,Marketing,Invoice payment,1265,3890,2625,Finance,SCEPTER,3429,Credit Card
TXN10590,22-12-2024, Revenue,Loans,Service charge,1332,5891,4559,Operations,ASCEND,3549,Bank Transfer
TXN10591,20-10-2023, Revenue,Loans,Monthly payment,704,3230,2526,Sales,PRIME-TECH,3137,Cash
TXN10592,20-09-2024, Liabilities,Loans,Monthly payment,4795,2853,-1942,HR,GOOGLE,3201,Cash
TXN10593,29-11-2024, Liabilities, Rent,Loan repayment,4293,4432,139,HR,SCEPTER,3966,Bank Transfer
TXN10594,26-01-2025, Liabilities,Utilities,Invoice payment,1395,7589,6194,Sales,ASCEND,3210,Cash
TXN10595,30-09-2023,Assets,Miscellaneous,Loan repayment,4237,9125,4888,HR,GOOGLE,3229,Credit Card
TXN10596,06-04-2023, Revenue,Utilities,Loan repayment,2109,6312,4203,Operations,ASCEND,2786,Credit Card
TXN10597,14-05-2023, Revenue,Sales Revenue,Loan repayment,2476,5151,2675,Sales,ASCEND,3911,Bank Transfer
TXN10598,16-06-2024, Revenue,Miscellaneous,Invoice payment,385,9314,8929,Finance,ASCEND,3737,Cash
TXN10599,21-02-2025,Assets,Marketing,Invoice payment,3748,4505,757,Finance,ASCEND,2247,Credit Card
TXN10600,23-12-2023, Expenses,Miscellaneous,Invoice payment,2407,6438,4031,HR,SCEPTER,2941,Credit Card
TXN10601,15-05-2023, Revenue,Taxes,Monthly payment,3058,6241,3183,Operations,GOOGLE,2959,Cash
TXN10602,17-01-2024, Expenses,Marketing,Service charge,4740,5088,348,HR,SCEPTER,2176,Credit Card
TXN10603,02-10-2024, Expenses,Utilities,Loan repayment,4652,7279,2627,Operations,PRIME-TECH,3729,Credit Card
TXN10604,13-09-2023, Liabilities,Utilities,Monthly payment,3990,4702,712,Finance,GOOGLE,2220,Bank Transfer
TXN10605,01-09-2024, Revenue,Loans,Monthly payment,3208,6790,3582,Operations,GOOGLE,3419,Credit Card
TXN10606,09-05-2023, Revenue,Taxes,Invoice payment,1241,8580,7339,Sales,GOOGLE,2590,Bank Transfer
TXN10607,21-03-2024,Assets,Utilities,Invoice payment,929,4486,3557,Operations,PRIME-TECH,2107,Bank Transfer
TXN10608,18-04-2024,Assets,Loans,Service charge,4660,3202,-1458,Sales,SCEPTER,2506,Cash
TXN10609,09-08-2023, Revenue, Rent,Service charge,504,6556,6052,HR,PRIME-TECH,3531,Bank Transfer
TXN10610,19-11-2023, Liabilities, Rent,Service charge,1361,4117,2756,HR,ASCEND,3185,Credit Card
TXN10611,20-06-2024, Expenses,Sales Revenue,Service charge,2095,4389,2294,Operations,PRIME-TECH,2061,Bank Transfer
TXN10612,24-09-2024, Liabilities,Marketing,Invoice payment,534,3906,3372,Operations,SCEPTER,2124,Bank Transfer
TXN10613,13-10-2024, Revenue,Marketing,Invoice payment,4824,8087,3263,HR,ASCEND,3735,Bank Transfer
TXN10614,02-07-2024, Revenue,Taxes,Service charge,374,6559,6185,Operations,ASCEND,3898,Cash
TXN10615,12-03-2025, Expenses,Taxes,Invoice payment,3244,3870,626,Operations,PRIME-TECH,3708,Credit Card
TXN10616,23-01-2025,Assets,Sales Revenue,Loan repayment,1428,3457,2029,Sales,ASCEND,3893,Bank Transfer
TXN10617,27-05-2024,Assets,Marketing,Service charge,425,5211,4786,Sales,PRIME-TECH,3644,Credit Card
TXN10618,18-07-2024,Assets,Payroll,Service charge,4400,2583,-1817,Finance,PRIME-TECH,3697,Bank Transfer
TXN10619,05-12-2023, Expenses,Taxes,Monthly payment,4830,8435,3605,Finance,PRIME-TECH,3442,Cash
TXN10620,17-04-2023, Expenses,Marketing,Invoice payment,2361,8440,6079,Operations,GOOGLE,3517,Cash
TXN10621,19-10-2023, Revenue,Loans,Invoice payment,1056,6939,5883,Finance,GOOGLE,2716,Cash
TXN10622,24-04-2024, Liabilities,Taxes,Service charge,4995,5019,24,HR,GOOGLE,3533,Credit Card
TXN10623,29-04-2024,Assets,Miscellaneous,Invoice payment,1217,5432,4215,Finance,SCEPTER,3879,Bank Transfer
TXN10624,17-12-2024, Revenue,Payroll,Service charge,562,6729,6167,HR,GOOGLE,2473,Credit Card
TXN10625,01-02-2024, Liabilities,Loans,Invoice payment,1765,9509,7744,Sales,PRIME-TECH,2271,Credit Card
TXN10626,20-01-2024, Expenses,Marketing,Loan repayment,3740,4458,718,HR,SCEPTER,2769,Bank Transfer
TXN10627,26-01-2025, Expenses,Taxes,Service charge,865,4498,3633,Operations,ASCEND,3656,Bank Transfer
TXN10628,01-02-2025, Expenses,Miscellaneous,Invoice payment,3664,7459,3795,Finance,GOOGLE,2275,Cash
TXN10629,03-04-2024,Assets,Taxes,Invoice payment,4629,8669,4040,Finance,SCEPTER,2586,Cash
TXN10630,26-10-2023, Revenue,Utilities,Monthly payment,4068,8056,3988,Operations,ASCEND,3543,Credit Card
TXN10631,06-12-2023, Expenses, Rent,Loan repayment,4260,7874,3614,Finance,ASCEND,3576,Cash
TXN10632,19-08-2023, Liabilities,Payroll,Monthly payment,3337,9477,6140,Finance,GOOGLE,2979,Credit Card
TXN10633,29-02-2024,Assets,Sales Revenue,Invoice payment,824,3281,2457,Sales,PRIME-TECH,2520,Bank Transfer
TXN10634,26-11-2024, Expenses,Sales Revenue,Monthly payment,1409,4529,3120,Finance,SCEPTER,2090,Cash
TXN10635,31-10-2023, Liabilities,Utilities,Monthly payment,2318,7095,4777,Operations,PRIME-TECH,3807,Bank Transfer
TXN10636,17-01-2025, Expenses,Taxes,Loan repayment,4453,2929,-1524,Finance,GOOGLE,2268,Cash
TXN10637,03-04-2023,Assets,Utilities,Loan repayment,1705,5006,3301,HR,PRIME-TECH,2267,Bank Transfer
TXN10638,30-05-2024, Revenue,Miscellaneous,Loan repayment,4144,4254,110,Operations,SCEPTER,2790,Cash
TXN10639,05-09-2023, Liabilities,Miscellaneous,Loan repayment,4296,6992,2696,HR,SCEPTER,3798,Bank Transfer
TXN10640,16-04-2023, Expenses,Sales Revenue,Service charge,629,8704,8075,Operations,ASCEND,3978,Cash
TXN10641,23-07-2024, Expenses,Loans,Loan repayment,949,3211,2262,Operations,GOOGLE,2008,Credit Card
TXN10642,25-04-2023,Assets,Payroll,Service charge,3003,9386,6383,Operations,PRIME-TECH,3078,Bank Transfer
TXN10643,10-10-2023,Assets,Marketing,Monthly payment,2297,3859,1562,Finance,PRIME-TECH,2789,Credit Card
TXN10644,16-08-2023,Assets,Marketing,Service charge,2192,2909,717,Sales,ASCEND,3265,Credit Card
TXN10645,07-07-2023, Liabilities,Loans,Service charge,1170,5849,4679,HR,ASCEND,2926,Credit Card
TXN10646,19-07-2024, Expenses,Payroll,Loan repayment,3926,9476,5550,Finance,PRIME-TECH,3256,Bank Transfer
TXN10647,25-12-2024, Expenses,Payroll,Monthly payment,1271,5621,4350,Sales,ASCEND,3039,Bank Transfer
TXN10648,24-09-2023,Assets,Taxes,Loan repayment,1606,4075,2469,HR,ASCEND,3523,Bank Transfer
TXN10649,07-10-2023, Liabilities,Sales Revenue,Monthly payment,2147,9561,7414,HR,GOOGLE,2400,Bank Transfer
TXN10650,30-01-2025, Expenses,Loans,Monthly payment,1813,2321,508,Finance,SCEPTER,3255,Credit Card
TXN10651,27-07-2024, Revenue,Utilities,Monthly payment,1416,8222,6806,Finance,PRIME-TECH,2134,Cash
TXN10652,30-07-2023, Expenses,Loans,Monthly payment,3386,6938,3552,Finance,GOOGLE,3685,Cash
TXN10653,15-07-2023, Liabilities,Payroll,Service charge,473,6978,6505,HR,ASCEND,3914,Credit Card
TXN10654,01-09-2023, Liabilities,Miscellaneous,Service charge,2553,6231,3678,Finance,ASCEND,2404,Credit Card
TXN10655,27-06-2023, Liabilities,Sales Revenue,Invoice payment,4072,3352,-720,Sales,GOOGLE,2884,Cash
TXN10656,22-04-2023, Revenue,Loans,Invoice payment,1288,9986,8698,HR,SCEPTER,2300,Credit Card
TXN10657,19-04-2024, Revenue,Taxes,Invoice payment,373,2388,2015,Finance,ASCEND,2848,Cash
TXN10658,09-05-2023, Expenses,Miscellaneous,Service charge,2892,2483,-409,Finance,ASCEND,3949,Cash
TXN10659,18-10-2023, Revenue,Sales Revenue,Monthly payment,2751,8833,6082,Operations,ASCEND,3015,Credit Card
TXN10660,09-06-2023, Expenses,Marketing,Service charge,4897,8406,3509,HR,SCEPTER,2405,Credit Card
TXN10661,15-05-2024,Assets,Miscellaneous,Loan repayment,1960,9961,8001,Finance,ASCEND,3963,Cash
TXN10662,18-06-2023, Revenue,Marketing,Loan repayment,3949,3302,-647,Operations,GOOGLE,2926,Credit Card
TXN10663,09-08-2023, Revenue,Sales Revenue,Loan repayment,3572,5898,2326,HR,PRIME-TECH,2858,Bank Transfer
TXN10664,27-05-2024, Expenses,Marketing,Loan repayment,3846,7382,3536,HR,GOOGLE,3955,Credit Card
TXN10665,31-12-2024,Assets,Payroll,Loan repayment,4573,7761,3188,Finance,ASCEND,2948,Cash
TXN10666,06-01-2025, Revenue,Marketing,Service charge,3573,5433,1860,Operations,PRIME-TECH,3832,Credit Card
TXN10667,21-10-2024, Liabilities,Utilities,Monthly payment,1569,5014,3445,Operations,PRIME-TECH,3491,Bank Transfer
TXN10668,25-04-2024,Assets,Miscellaneous,Invoice payment,4637,4933,296,Sales,SCEPTER,3221,Cash
TXN10669,25-05-2023, Revenue,Payroll,Service charge,2079,7691,5612,Operations,PRIME-TECH,3824,Cash
TXN10670,19-01-2024, Revenue,Marketing,Monthly payment,2719,3213,494,HR,ASCEND,2249,Cash
TXN10671,16-02-2024, Liabilities,Loans,Service charge,1820,8780,6960,Finance,PRIME-TECH,2185,Bank Transfer
TXN10672,21-10-2023, Expenses,Payroll,Monthly payment,4613,4378,-235,Operations,ASCEND,3659,Credit Card
TXN10673,20-05-2024, Expenses,Utilities,Loan repayment,3789,6043,2254,Operations,GOOGLE,3475,Cash
TXN10674,15-09-2023, Revenue,Utilities,Invoice payment,1931,3487,1556,Sales,SCEPTER,3016,Credit Card
TXN10675,29-10-2023, Expenses,Marketing,Invoice payment,1789,6242,4453,Sales,GOOGLE,2773,Bank Transfer
TXN10676,20-04-2024, Expenses,Marketing,Invoice payment,1984,9789,7805,HR,SCEPTER,3145,Credit Card
TXN10677,23-04-2023, Liabilities,Miscellaneous,Service charge,3785,3337,-448,Finance,GOOGLE,2086,Bank Transfer
TXN10678,22-11-2024, Liabilities,Taxes,Invoice payment,1032,9697,8665,Operations,PRIME-TECH,2637,Cash
TXN10679,01-02-2025,Assets,Sales Revenue,Monthly payment,3745,2946,-799,HR,GOOGLE,3435,Bank Transfer
TXN10680,18-10-2023,Assets,Sales Revenue,Monthly payment,554,7407,6853,Operations,ASCEND,2119,Bank Transfer
TXN10681,23-09-2023, Revenue,Taxes,Loan repayment,2267,7828,5561,Operations,GOOGLE,2842,Bank Transfer
TXN10682,01-06-2024, Revenue,Marketing,Service charge,3631,6010,2379,HR,GOOGLE,3598,Bank Transfer
TXN10683,08-10-2024, Revenue,Miscellaneous,Invoice payment,3523,5284,1761,Operations,GOOGLE,3611,Cash
TXN10684,13-04-2023,Assets,Marketing,Monthly payment,1069,5771,4702,HR,PRIME-TECH,2227,Cash
TXN10685,29-08-2023,Assets,Sales Revenue,Service charge,498,5201,4703,Operations,ASCEND,2412,Credit Card
TXN10686,02-01-2025, Liabilities,Utilities,Service charge,2139,9844,7705,HR,PRIME-TECH,3186,Credit Card
TXN10687,27-11-2023, Liabilities,Utilities,Invoice payment,4216,7074,2858,Sales,ASCEND,3152,Bank Transfer
TXN10688,09-01-2024,Assets, Rent,Service charge,3764,6599,2835,Sales,GOOGLE,2148,Cash
TXN10689,28-09-2024, Expenses, Rent,Loan repayment,4450,6985,2535,Operations,GOOGLE,2232,Bank Transfer
TXN10690,01-05-2023, Liabilities,Taxes,Loan repayment,3410,7776,4366,HR,SCEPTER,3405,Bank Transfer
TXN10691,12-11-2023, Expenses,Loans,Invoice payment,3538,2907,-631,Sales,PRIME-TECH,3524,Cash
TXN10692,17-09-2023, Expenses,Loans,Service charge,1111,8515,7404,Finance,PRIME-TECH,3280,Cash
TXN10693,18-08-2024, Expenses,Sales Revenue,Monthly payment,2527,4734,2207,Sales,PRIME-TECH,3450,Credit Card
TXN10694,04-08-2023, Expenses,Loans,Service charge,1996,7712,5716,HR,ASCEND,3009,Cash
TXN10695,02-06-2024,Assets,Marketing,Monthly payment,4039,9420,5381,Operations,GOOGLE,3821,Cash
TXN10696,28-06-2024, Revenue,Loans,Monthly payment,1557,2378,821,HR,GOOGLE,2885,Credit Card
TXN10697,13-04-2024, Revenue,Marketing,Monthly payment,3135,7315,4180,Sales,GOOGLE,2325,Bank Transfer
TXN10698,25-02-2025,Assets,Loans,Service charge,4633,5942,1309,HR,GOOGLE,3544,Bank Transfer
TXN10699,22-07-2023, Liabilities,Marketing,Loan repayment,1487,3832,2345,Operations,SCEPTER,3670,Credit Card
TXN10700,22-09-2023,Assets,Sales Revenue,Loan repayment,3614,5550,1936,Finance,GOOGLE,2633,Cash
TXN10701,12-09-2023, Liabilities,Payroll,Service charge,2843,8743,5900,HR,ASCEND,3890,Bank Transfer
TXN10702,19-07-2023,Assets,Marketing,Loan repayment,1202,3760,2558,HR,ASCEND,3187,Credit Card
TXN10703,10-01-2025, Expenses,Utilities,Service charge,4678,4615,-63,HR,SCEPTER,3169,Cash
TXN10704,13-04-2024,Assets,Sales Revenue,Invoice payment,4502,6833,2331,Sales,ASCEND,2527,Bank Transfer
TXN10705,17-11-2024,Assets,Sales Revenue,Monthly payment,1742,7015,5273,HR,ASCEND,3851,Bank Transfer
TXN10706,29-10-2024, Revenue,Utilities,Monthly payment,4530,7951,3421,HR,PRIME-TECH,3028,Cash
TXN10707,06-06-2023, Revenue,Marketing,Invoice payment,1871,3119,1248,Sales,ASCEND,2865,Bank Transfer
TXN10708,05-08-2024, Revenue,Taxes,Invoice payment,2640,6043,3403,Finance,SCEPTER,2658,Bank Transfer
